"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.class","Input.bbox","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Answer.annotatedResult.instances","Answer.annotatedResult.labeledImage.pngImageData","Approve","Reject"
"3L7SUC0TU2NHMPA382JZCHHYNDQM0R","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","3R6BYFZZPG5MZPMRFT9VEPGP5G8FX0","AOU59T41ZKA2I","Submitted","Wed Aug 17 12:40:22 PDT 2022","Wed Aug 17 13:01:01 PDT 2022","Mon Aug 22 13:01:01 PDT 2022","","","","1239","100% (31/31)","100% (31/31)","100% (31/31)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/282-480-480-333-2009_001002.jpg","person","[282, 86, 480, 333]","375","500","[{""color"":""#2ca02c"",""label"":""person""}]","iVBORw0KGgoAAAANSUhEUgAAAfQAAAF3AQMAAABpPCu/AAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAAbUlEQVR4nO3boREAIBADQRgEkv47xUEDCMQL+NnT2RJSiiRJkiRJkiRJkY01r5fn+D9853me53me53me53me53k+rW88z/M8z/M8z/M8z/M8zz/rK8/zPM/zPM/zPM/zPJ/an7v/70qSJEmKaQNOHTxTcbHPUwAAAABJRU5ErkJggg=="
"3QGHA0EA1RTEBO7RAKMB5WF8CJ1WBE","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","3OXV7EAXLNJE0YM2UBZ3D3E85M436L","ADIT3WNV1EKNP","Submitted","Wed Aug 17 12:38:31 PDT 2022","Wed Aug 17 12:48:54 PDT 2022","Mon Aug 22 12:48:54 PDT 2022","","","","623","100% (41/41)","100% (41/41)","100% (41/41)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/27-336-336-307-2007_006865.jpg","bird","[27, 24, 336, 307]","333","500","[{""color"":""#2ca02c"",""label"":""bird""}]","iVBORw0KGgoAAAANSUhEUgAAAfQAAAFNAQMAAADM3Q90AAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAAYElEQVR4nO3LoQ0AIAwAsH3AyXwOOMwQJHPQ+kYA8Ks2bwzf933f933f933f933f933f933f933f933f933f933f933f933f933f933f933f933f9/3nflb9B734AYBtAeuzQr91mce0AAAAAElFTkSuQmCC"
"32LAQ1JNUHI1F6C3F6YVN20XXAQTU2","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","3GNA64GUZNXAOVSQN31UY5TJJJ75QA","ADIT3WNV1EKNP","Submitted","Wed Aug 17 12:38:30 PDT 2022","Wed Aug 17 12:45:41 PDT 2022","Mon Aug 22 12:45:41 PDT 2022","","","","431","100% (41/41)","100% (41/41)","100% (41/41)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/166-288-288-494-2008_006558.jpg","bottle","[166, 7, 288, 494]","500","303","[{""color"":""#2ca02c"",""label"":""bottle""}]","iVBORw0KGgoAAAANSUhEUgAAAS8AAAH0AQMAAABW6Tl3AAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAAbUlEQVR4nO3KMQrAIBAAMH25PtWHFOwiFEHpKmcyJ6WrlT6rmqZpmharrZemaZqmaZqmaZqmaZqmaZqmaZqmHd26pmmapmmapmmapmmapmmapmmapmmapmmapmmaNmRNC9Hqunzt2YfR2t8I7AXz9e1FND678AAAAABJRU5ErkJggg=="
"3D5G8J4N6IX1SL13KW80JO2GBHZTVR","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","3NJM2BJS45ZAN40Q209DC69J649CP0","A2PPM59Q2ZNKTA","Submitted","Wed Aug 17 12:46:00 PDT 2022","Wed Aug 17 13:34:04 PDT 2022","Mon Aug 22 13:34:04 PDT 2022","","","","2884","0% (0/0)","0% (0/0)","0% (0/0)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/354-469-469-249-2009_002727.jpg","boat","[354, 184, 469, 249]","327","500","[{""color"":""#2ca02c"",""label"":""boat""}]","iVBORw0KGgoAAAANSUhEUgAAAfQAAAFHAQMAAABtRiwSAAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAAV0lEQVR4nO3LsQ2AIBAAQBILSkdgFEZzVTfRQEWp+UIwd/2lBAAAAAAAAAAAAAAAMzvO12W7Rr7v+89l3/f9j/7u+76/6C/B3+Tg72rwd9EPAAAAAPzcDUmJC6jWIPd7AAAAAElFTkSuQmCC"
"3XBYQ44Z7XXE7A18A6DW5QLUIQ1TW1","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","3PWWM24LH1RCJU97JQIWE75753W823","A2PPM59Q2ZNKTA","Submitted","Wed Aug 17 12:45:12 PDT 2022","Wed Aug 17 13:33:47 PDT 2022","Mon Aug 22 13:33:47 PDT 2022","","","","2915","0% (0/0)","0% (0/0)","0% (0/0)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/185-423-423-374-2007_007534.jpg","sheep","[185, 139, 423, 374]","375","500","[{""color"":""#2ca02c"",""label"":""sheep""}]","iVBORw0KGgoAAAANSUhEUgAAAfQAAAF3AQMAAABpPCu/AAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAAi0lEQVR4nO3Yyw1AQABFUTtLJSiV0pSiBAUIFrMgfhHDROTc/XkFvCyTJEmSJEmSJEmSJEmStK4cx1h/XM/z5xU8z/M8/zc/8DzP8zzP80n9hWuL53me53me/5Kvef5Vn/M8z/M8/7BveJ7neZ7n+aS+5Xme53me53erIn0o1m9Xuht+uXLfh2L93ARJxDss30M3zQAAAABJRU5ErkJggg=="
"378G7J1SKTRCIRJBKBO164LTFGEWEE","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","37UEWGM5H21BCE67ZVOI05Q73QC1RZ","A17UDI7X2EU7R","Submitted","Wed Aug 17 13:07:03 PDT 2022","Wed Aug 17 13:38:39 PDT 2022","Mon Aug 22 13:38:39 PDT 2022","","","","1896","0% (0/0)","0% (0/0)","0% (0/0)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/0-113-113-306-2010_001403.jpg","car","[0, 203, 113, 306]","344","500","[{""color"":""#2ca02c"",""label"":""car""}]","iVBORw0KGgoAAAANSUhEUgAAAfQAAAFYAQMAAACfxpxcAAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAAxElEQVR4nO3TsWkDQRiEUYkLLjGohCvFpelKu1JUgkMFQmuMzXKp518Qkt7LPyaawwEAAAAAAAAAAAAAAAB4Ah+lemm3Qn1urd3juv2q1fV+jfLjsH6L+qn3l4f0c++/ov40rL9G/dL77ADV/rP32YGq/bn32YF2/Zr0bVy/Bfmx2E+7/lLskwPMA/vkQKeBfXKgpdjv95MD7fvkQEP79cn7/+d6famf9Xr92/aTXv8S/RbUvV+j+K+P45++0AIAAMCb+AZJMzIzdK49DgAAAABJRU5ErkJggg=="
"3URJ6VVYVXGMLGDG4JLEGOWGZPLO4O","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:13 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:13 PDT 2022","","","36ZN444YT0RJF7APFASKY92O94UOIU","ADIT3WNV1EKNP","Submitted","Wed Aug 17 12:38:39 PDT 2022","Wed Aug 17 13:10:46 PDT 2022","Mon Aug 22 13:10:46 PDT 2022","","","","1927","100% (41/41)","100% (41/41)","100% (41/41)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/379-478-478-295-2011_003019.jpg","person","[379, 91, 478, 295]","375","500","[{""color"":""#2ca02c"",""label"":""person""}]","iVBORw0KGgoAAAANSUhEUgAAAfQAAAF3AQMAAABpPCu/AAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAABiUlEQVR4nO3avXGDMBxAcTgKSo3AKIwmuqylXIqMEUZwmSIXxeAN9HT3x857/a8wFugDhsHMzMzMzMzMzMzMzMzMQksF8bHu0N+Qn+o39D/Iz/U31KdaQ/1S6xbsS7Dfgz26gaL9qtcH+hzv0QRWK5tA7h5NAIffgn1p5+Ph92APBlAXDwZgFw9WYNF+6uHBDXx6cAP38Rv0Ra8P8fOT+1TZBBTtly6+fQKM9iv0ubIJmPrK/Bjsp9fwzePnRfze6udr+KLXP7Hf/rlv5Rfx7fvPPr59/9zHty9/+vi92XfZfoPjI+ovcfy1tfsBjb6H34M9PX5Gvz9/sePn/Mn+v/zBzu/zO3r+Drlk6Bc0gnM5dvBvwE/oAuSdvQG4+xX6BP0E/UAWYIfP0K/E39gr9MMn8Aw7/Az9BP0I/UB9Btf/ePqv0C9g/OuJH8/ZOzX7+fRzs1/O2b/dr6efmv1j9TG2+gmuXmboE1x9LdzTj38K9Bvz7OO5IbGPB83MzMzMzMzMzMzMzC7eH0oaCNreUi1FAAAAAElFTkSuQmCC"
"3T5ZXGO9EMH59PEL4P38ZP4PFL6QZA","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","37XITHEIS52VZHG5FSD2H19Y7M1RCB","A1JCKICNOC7DAB","Submitted","Wed Aug 17 13:01:50 PDT 2022","Wed Aug 17 13:02:14 PDT 2022","Mon Aug 22 13:02:14 PDT 2022","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/33-362-362-487-2011_000813.jpg","cat","[33, 10, 362, 487]","500","375","[{""color"":""#2ca02c"",""label"":""cat""}]","iVBORw0KGgoAAAANSUhEUgAAAXcAAAH0AQMAAAD8Kv/LAAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAB40lEQVR4nO3YS2rDMBSFYQcXPPQSvBR1Z/LSvBQvocMOSm9pUtJUug8dOpGd848/hODKEngYGGOMMcYYY4wxxhhjjDHGGGOMMcYYY4wxxhhjz9ErxucN4qNgXjCfMD8L5EfBfMb8IpCfBPIXwXzG/CKQnwTzgvmE+VkgPwrmBfMJ87NA/iKYz5hfBPJTyX1fbj7y5eYDP9fc86PCPa9xxyfMa5t3vLp5xxvc8gvm63PgeuUcuD5j3ty87u3Nq97ZvOoT5o1zYHnrHFg+4KX3N1/5YPOVD/nJfD64Twf3y5N59HvszbtX8wl9dJv37v23sX8fX+gn8/ngPh3cL0/mwwegcx9e6J378ELvze//8+ED0LkPL/Sz+ezzzwHz5fKB/yh54LfKJ4+/V9z3K+aV5V2vcO9Cf8N8NarA75jXl0d/XJkPQH0SfL9iXhuV563ljQdAHZXjTa77HfPGqK5pF7qzvOatUVl+w7y7vOJX11cPgHkSDO/zytsnQfcBLy/0HfPeSdD8hnl/VLVvWP7xAQhGVfkV89GoSt/Efx+AtuXvvmFUf/yO+ZZRXVvaR/Xgm5f/8Svmm07Cg2/n1wegcVR3D/Bvv2O+9STcmrDlh6l9VDe/Yf4F44wxxhhjjDHGGGNxXyf+WS5JVKfAAAAAAElFTkSuQmCC"
"3KTCJ4SCWOUHTEVL4LNZQM08S5WM1U","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","3WYP994K1GKFG1JQJWST3XALENYY6L","AJGXBY7MQYH0T","Submitted","Wed Aug 17 12:38:54 PDT 2022","Wed Aug 17 13:48:48 PDT 2022","Mon Aug 22 13:48:48 PDT 2022","","","","4194","0% (0/0)","0% (0/0)","0% (0/0)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/172-396-396-257-2009_000705.jpg","horse","[172, 111, 396, 257]","375","500","[{""color"":""#2ca02c"",""label"":""horse""}]","iVBORw0KGgoAAAANSUhEUgAAAfQAAAF3AQMAAABpPCu/AAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAAZUlEQVR4nO3LsQ2AIBAAQDpLRnAURmNVNsH6CxMIBUbu+ksJAAAAAAAA2Ka22VF6MPKv/s73fd/3fd/3//az7/u+7/u+7/v+4L993/d93/d93z/ml8N/sPqjuvgBAAAAAAAAPuoBRkvn9rKQpWMAAAAASUVORK5CYII="
"36D1BWBEIVUOIZDHNPNDV5ADKBAM2B","325VGVP4DBWH6Y012IN1WKV0AMHL0Q","Instance Segmentation","Color the requested items inside given a bounding box in the image","image, labeling","$0.02","Wed Aug 17 12:37:14 PDT 2022","1","BatchId:4804090;OriginalHitTemplateId:928709013;","86400","432000","Wed Aug 31 12:37:14 PDT 2022","","","3OJSZ2ATD1P0IDNBR4SOYECOETJ57G","A2PPM59Q2ZNKTA","Submitted","Wed Aug 17 12:51:51 PDT 2022","Wed Aug 17 13:38:31 PDT 2022","Mon Aug 22 13:38:31 PDT 2022","","","","2800","0% (0/0)","0% (0/0)","0% (0/0)","https://detectionexp.s3.ca-central-1.amazonaws.com/pilot/seg_image/23-319-319-478-2010_000675.jpg","cat","[23, 36, 319, 478]","500","346","[{""color"":""#2ca02c"",""label"":""cat""}]","iVBORw0KGgoAAAANSUhEUgAAAVoAAAH0AQMAAABGiXerAAAAAXNSR0IB2cksfwAAAAZQTFRFAAAALKAsCO/WQQAAAAJ0Uk5TAP9bkSK1AAAAiElEQVR4nO3Kyw1AMAAA0E7GaIxmFCM4OgguDtU0oonE773zCwEArrO0JTnWl+TYWJIjkyx/MTeyLMuyLMuyLMuyLMuyLMuyLMuyLMuyLMuyLMuy/Npcy7Isy7Isy7Isy7Isy7Isy7Isy7L8jDzLsizL8i9zF3byeQ5ZSR7yK8nd4dpUZxJwvxWQvDWlvfPDbgAAAABJRU5ErkJggg=="
